,count,hate_speech,offensive_language,neither,class,tweet,clean_tweets
6316,3,1,2,0,offensive_language,@justezzzee that nigga ain't no fucking champ he a straight up bitch who not bout shit # bitch made!,nigga be not fuck champ straight bitch bout shit bitch make
6317,3,0,3,0,offensive_language,@justezzzee your mama raised you as bitch right,mama raise bitch right
6318,3,0,3,0,offensive_language,@justezzzee your so fucking ignorant u talk a lot shit for someone who don't wanna fight your mama raised u as bitch huh?,fuck ignorant talk lot shit someone do not want to fight mama raise bitch huh
6319,3,1,2,0,offensive_language,@justinbieber Your a stupid little cunt... I thought you couldn't get any lower.. But how dare you spit on people on your own fucking fans..,your stupid little cunt thought could not get low but dare spit people fuck fan
6320,3,1,2,0,offensive_language,@justinbieber have fun getting deported you fucking faggot,fun get deport fuck faggot
6321,3,0,3,0,offensive_language,@justinbieber nice wigger stache,nice wigger stache
6322,6,1,5,0,offensive_language,@justinclark_ oh I forgot you retarded lol lemme break it down for you where the BG hoes at lmao,oh forgot retard lol let me break bg hoe lmao
6323,3,0,1,2,neither,"@justinhall 
God bless you whitey. I be sleepin in tomorrow",god bless whitey sleepin tomorrow
6324,3,1,2,0,offensive_language,@justinmiculka @edgarguillenjr @blakeanderson @jo_clark @dalton_ryann @cjjsanchez @delao_chris quit being a bitch,quit bitch
6325,3,0,3,0,offensive_language,@justinmiculka oh what hoe is she trippin bout then,oh hoe trippin bout
6326,3,0,3,0,offensive_language,@justyeahdude @Tricky_NickyH I put lotion on bitch ass nigga,put lotion bitch as nigga
6327,3,0,3,0,offensive_language,@jwill We got a win my nicca! Lmao,we get win nicca lmao
6328,3,0,3,0,offensive_language,@jzsuschrist ok they have  niggers in raw,ok nigger raw
6329,3,0,1,2,neither,@k_tempsss lol then they have one more flavor I think it's yellow idk.. But yea there bomb.,lol one flavor think yellow i do not know but yea bomb
6330,3,0,3,0,offensive_language,@kaaaytate do it pussy,pussy
6331,3,0,3,0,offensive_language,"@kade_melton he triesto cause drama between people, he said that you called me a bitch, and i know you didnt hahahaaha",triesto because drama people say call bitch know do not hahahaaha
6332,3,0,3,0,offensive_language,@kailanlee #pussy,pussy
6333,3,0,0,3,neither,@kamkamluvsblk Yeah one called me a race traitor lol,yeah one call race traitor lol
6334,3,0,3,0,offensive_language,"@kampeas well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list",well know like child murder kind weird would little bitch twitter list
6335,3,0,3,0,offensive_language,"@kannslac He said ""ready bitch okay"" Lmfaoooooooo so done !!",he say ready bitch okay lmfaoooooooo do
6336,3,0,3,0,offensive_language,@kanyewest tell yo bitch to stop calling me fam ! http://t.co/ZWoawGI,tell yo bitch stop call fam
6337,3,0,3,0,offensive_language,@karazopfi Then send them bitches through express mail overnight delivery,then send bitch express mail overnight delivery
6338,3,0,3,0,offensive_language,@karlamorenoo aha your welcome niggah &#;,aha welcome niggah
6339,3,0,2,1,offensive_language,@karlamorenoo dont even trip my niggah i got you lol,do not even trip niggah get lol
6340,3,0,2,1,offensive_language,@karlamorenoo just look for the realest niggah on rosecrans that be me lol,look real niggah rosecrans lol
6341,3,1,2,0,offensive_language,@karlamorenoo my niggah my niggah lol,niggah niggah lol
6342,3,1,2,0,offensive_language,@karlamorenoo niggah you dont know me! Lol you dont know my life aha,niggah do not know lol do not know life aha
6343,3,0,3,0,offensive_language,@karlieu I can't help but notice you attempting to avoid acknowledging your very hairy pussy....,can not help notice attempt avoid acknowledge hairy pussy
6344,3,0,3,0,offensive_language,"@karlieu oh no no no. You're perpetually in the %. 

Your hairy pussy tho.... Different story.",oh you be perpetually your hairy pussy though different story
6345,6,0,6,0,offensive_language,@karlina_marie your pussy not mine &#; do you &#;,pussy mine
6346,3,0,1,2,neither,"@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons",aka want to keep warm shoulda introduce coon
6347,6,2,1,3,neither,@karmendanielle_ let the coons be great it's in the dream,let coon great dream
6348,3,2,1,0,hate_speech,"@karmendanielle_ u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes",get to slow coon hr know love hip hop lebron amp fake love quote
6349,3,0,3,0,offensive_language,@kassidypeek pussy shit ^,pussy shit
6350,3,0,0,3,neither,@kate_beckwith don't judge me monkey,do not judge monkey
6351,3,0,3,0,offensive_language,@katelyn_lomax I'm not a nig. &#;,i be nig
6352,3,0,2,1,offensive_language,@kater_tater_ shine bright like a bad bitch,shine bright like bad bitch
6353,3,0,3,0,offensive_language,@katherinerrrr hoes gon be hoes so so i couldn't blame tammy,hoe gon hoe could not blame tammy
6354,3,0,1,2,neither,@kathleen_herne Stink should shut his hole &amp; just perform his tricks like a good trained monkey,stink shut hole amp perform trick like good train monkey
6355,3,1,2,0,offensive_language,"@kathleenparker of the washington post to call the President ignorant I ask you racist ,angry ,bitter, bitch look in the mirror!!!!!!!!!!!",washington post call president ignorant ask racist angry bitter bitch look mirror
6356,3,0,3,0,offensive_language,"@kathy_doermer bitch please, I'll go to Windsor either way.. When i come up I can bring some also &#;&#;",bitch please ill go windsor either way when come bring also
6357,3,0,3,0,offensive_language,@katiieR nah this bitch dykey,nah bitch dykey
6358,3,0,3,0,offensive_language,"@kay_laa_laa I know, all the bitches love me&#;",know bitch love
6359,3,0,3,0,offensive_language,@kay_laa_laa ha bitch I know&#;,ha bitch know
6360,3,0,3,0,offensive_language,"@kay_laa_laa if you can't stand the heat, get out of the kitchen. Gratata swag bitch &#;",can not stand heat get kitchen gratata swag bitch
6361,3,0,3,0,offensive_language,@kay_reneaa holy fuck thank you. I hate bitches that just fuck their ex then their boyfriend then back to back like damn Call you peace pipe,holy fuck thank hate bitch fuck ex boyfriend back back like damn call peace pipe
6362,3,1,2,0,offensive_language,"@kay_reneaa trust me, after i tweeted that i was like... Damn im a fag",trust tweet like damn i be fag
6363,3,0,3,0,offensive_language,@kayhay bitch back up I'm taken,bitch back i be take
6364,3,1,2,0,offensive_language,@kayliefarmer @bbluedreamm no but if you dare I'll slay your ass. You fruity quaffing tranny.,dare ill slay as you fruity quaff tranny
6365,3,0,3,0,offensive_language,@kayliefarmer Its funny and it has that blond bitch on it,it funny blond bitch
6366,3,0,0,3,neither,@kayliefarmer hey now there's no need for foul language you kike,hey there be need foul language kike
6367,3,0,3,0,offensive_language,"@kayliefarmer hey, fuk them hoes they prolly already have it",hey fuk hoe probably already
6368,3,0,0,3,neither,@kaylonnnnn then who are you to call me trash &#;,call trash
6369,3,1,2,0,offensive_language,@kaylynkitz yep I'm an asshole..oh well he shouldn't be such a little bitch..I'm sure he hears worse on a daily basis,yep i be assholeoh well should not little bitchim sure hears bad daily basis
6370,3,0,3,0,offensive_language,@kaymckinneyy suck ass bum ass Yankees foh,suck as bum as yankee foh
6371,3,0,1,2,neither,"@kayt poor coon.......snow stopped here,now if the wind would it might be nice out,well for winter",poor coonsnow stop herenow wind would might nice outwell winter
6372,3,0,3,0,offensive_language,@kayylamarieeee haha pussy,haha pussy
6373,3,0,3,0,offensive_language,@kayysavage @Montea_Rollin I know bitch,know bitch
6374,3,0,3,0,offensive_language,@kayysavage bitch &amp; if they wasnt &#;&#;,bitch amp be not
6375,3,0,3,0,offensive_language,@kayysavage bitch this shit is SOOOO FUNNY &#;&#;&#;,bitch shit soooo funny
6376,3,0,3,0,offensive_language,"@kayysavage bitch you looked surprised asf &#;&#; ""YO MAMA LET YOU DRIVE HER SHIT"" &#;&#;&#;",bitch look surprised asf yo mama let you drive her shit
6377,4,0,0,4,neither,"@kboydee like some of the ""worst"" lyrics they post are beautiful but just because they don't know what they're talking about, it's ""trash""",like bad lyric post beautiful do not know they be talk trash
6378,9,6,3,0,hate_speech,"@kcSnowWhite @SamSaunders don't forget nappy headed, butt ugly bitch, who's married to a Muslim",do not forget nappy head butt ugly bitch who be marry muslim
6379,3,0,0,3,neither,@keishagreyxxx that's the beauty of them brownies I always daydream about what I'd do if I hit the powerball lol (nerdy but fun),that be beauty brownie always daydream id hit powerball lol nerdy fun
6380,3,0,3,0,offensive_language,@kelly_ryaaaan only dumb bitches r in th,dumb bitch th
6381,3,0,3,0,offensive_language,@kels_oneill bring it bitch.,bring bitch
6382,3,2,1,0,hate_speech,@keltor_wade nah dude mostly just sound like a faggot,nah dude mostly sound like faggot
6383,3,0,3,0,offensive_language,@kelvinkayyy safe bruv welcum to twitter my niggur,safe bruv welcum twitter niggur
6384,3,0,3,0,offensive_language,"@kenlypls @skeetworld_ @iAcceptNudes wrong skiny girls are for guys that want hot sex that looks good too.
Every fat bitch knows that",wrong skiny girl guy want hot sex look good every fat bitch know
6385,3,0,0,3,neither,@keno_ Isn't there a law that all clam chowder must be served im bread bowls? Haha,be not law clam chowder must serve i be bread bowl haha
6386,3,0,3,0,offensive_language,@kenzayye ruga bussed yo bitch #bowbow,ruga buss yo bitch bowbow
6387,3,0,2,1,offensive_language,@kenzieblake duh! You're my main bitch :),duh you be main bitch
6388,3,0,0,3,neither,@kenzieblake its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol :),pretty easy actually i be cashier right i be eat animal cracker lolol
6389,3,0,3,0,offensive_language,@kenzieblake what time is your bonfire Saturday hoe?,time bonfire saturday hoe
6390,3,0,3,0,offensive_language,"@kenzystuart Hey, that guy has the same first name that I do! What a fag.",hey guy first name what fag
6391,6,1,5,0,offensive_language,@keongetsbitches fag &#;,fag
6392,3,1,2,0,offensive_language,@kerrtheresa moderator wants to bitch slap Romney so hard,moderator want bitch slap romney hard
6393,3,0,3,0,offensive_language,@keshhh got bitches that look like Bulldogs instead lol,get bitch look like bulldog instead lol
6394,3,0,3,0,offensive_language,@kevkid quit ya hating you oyster lookin ass bitch.,quit ya hat oyster lookin as bitch
6395,3,0,0,3,neither,"@kfocht Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today",nope get lucky wash slope go to make little rough combine feel fortunate today
6396,3,0,0,3,neither,@khamillkilroy &#;&#; Shy Glizzy,shy glizzy
6397,3,2,1,0,hate_speech,@kiara_curry i know im so kidding. Some of BET is funny. I love when blacks call eachother ignorant and niggers. Makes me not have to,know i be kid some bet funny love black call eachother ignorant nigger make
6398,3,0,3,0,offensive_language,@kieffer_Jason bitch what time,bitch time
6399,3,1,2,0,offensive_language,@kieffer_jason @C_janacek nigga stop being a bitch and come to the high school You already said yes,nigga stop bitch come high school you already say yes
6400,3,0,3,0,offensive_language,@kieffer_jason @C_janacek. No the fuck it doesn't it's a fucking song wtf r u talking about. Yes the fuck I can bitch,no fuck do not fuck song wtf talk yes fuck bitch
6401,3,0,3,0,offensive_language,@kieffer_jason @Kgokey plz come down here im really sick of your bitch ass talking shit plz come down here it going to be  on ,plz come i be really sick bitch as talk shit plz come go
6402,3,1,2,0,offensive_language,"@kieffer_jason @NathannDevlin @zach_smith No am just letting you what's going to happen, am not like u pussy ass niggas from Plano",no let what be go happen like pussy as nigga plano
6403,3,0,3,0,offensive_language,@kieffer_jason @NathannDevlin @zach_smith bitch I been in Plano every fuck weekend and you make excuses stfu and fight,bitch plano every fuck weekend make excuse stfu fight
6404,3,1,2,0,offensive_language,@kieffer_jason @NathannDevlin @zach_smith bitch how tf am dumb your going off what someone else told you so u can shut that shit up,bitch tf dumb go someone else tell shut shit
6405,3,0,3,0,offensive_language,@kieffer_jason @NathannDevlin @zach_smith bitch that's next year come on the weekend,bitch that be next year come weekend
6406,3,1,2,0,offensive_language,@kieffer_jason @hunterbuch @sbsylvester but yo scary ass don't want to see me tho stfu talking am u know where I be at pussy boy,yo scary as do not want see though stfu talk know pussy boy
6407,3,1,2,0,offensive_language,@kieffer_jason @hunterbuch @sbsylvester u fucking trailer trash,fuck trailer trash
6408,3,0,3,0,offensive_language,@kieffer_jason @jayleno @BarackObama naw really bitch I mean yo address,naw really bitch mean yo address
6409,3,0,3,0,offensive_language,@kieffer_jason @sbsylvester @hunterbuch bitch keep talking,bitch keep talk
6410,3,0,3,0,offensive_language,@kieffer_jason @sbsylvester bitch what where y'all be at come to town east mall u and your bitch fuck boys,bitch you all come town east mall bitch fuck boy
6411,4,0,4,0,offensive_language,@kieffer_jason @sbsylvester then bring yo bitch ass to town east mall let me know when u there bitch!,bring yo bitch as town east mall let know bitch
6412,3,0,3,0,offensive_language,@kieffer_jason @sbsylvester then bring your bitch ass to town east bitch,bring bitch as town east bitch
6413,3,1,2,0,offensive_language,@kieffer_jason @sbsylvester u call me dumb but u speak on shit u don't know nothing about yea look who's fucking talking retard,call dumb speak shit do not know nothing yea look who be fuck talk retard
6414,3,0,3,0,offensive_language,@kieffer_jason @sbsylvester where y'all be at oh we going fight come to town east bitch,you all oh go fight come town east bitch
6415,3,0,3,0,offensive_language,@kieffer_jason @someone yea it's very true bitch,yea true bitch
6416,3,2,1,0,hate_speech,@kieffer_jason @zach_smith @NathannDevlin so why the fuck are still talking shit. You acting like a pussy ass nigga,fuck still talk shit you act like pussy as nigga
6417,3,0,3,0,offensive_language,@kieffer_jason How u going to talk shit from another state that's dat pussy shit,how go talk shit another state that be dat pussy shit
6418,3,1,2,0,offensive_language,@kieffer_jason I heard your mama raised you like bitch,heard mama raise like bitch
6419,3,0,3,0,offensive_language,@kieffer_jason I said your name bitch so yes you fuck boy,say name bitch yes fuck boy
6420,3,1,2,0,offensive_language,@kieffer_jason Lmfao and I'm making more money then yo duck ass bitch I from Dallas tx born and raised and we back our shit up all day nigga,lmfao i be make money yo duck as bitch dallas tx bear raise back shit day nigga
6421,3,0,3,0,offensive_language,@kieffer_jason No am real but you a pussy ass nigga so why would I give a fuck what u think lmao just stfu,no real pussy as nigga would give fuck think lmao stfu
6422,3,0,3,0,offensive_language,@kieffer_jason No that's what u think I just don't like pussy boys who run they mouth but they can't back they words up.,no that be think do not like pussy boy run mouth can not back word
6423,3,0,3,0,offensive_language,@kieffer_jason No the fuck it's not bitch what's the real fucking address get that bitch out yo blood and tell me the address,no fuck bitch what be real fuck address get bitch yo blood tell address
6424,3,0,3,0,offensive_language,"@kieffer_jason am done are acting like a little bitch. My  year old nephew realer then your scary ass, sunset is not a time u dumb fuck",do act like little bitch my year old nephew realer scary as sunset time dumb fuck
6425,3,0,3,0,offensive_language,@kieffer_jason am going to hurt more then your bitch ass feelings,go hurt bitch as feeling
6426,3,1,2,0,offensive_language,@kieffer_jason and stop being a bitch made nigga and man up and show up for that ass whooping,stop bitch make nigga man show ass whoop
6427,3,0,3,0,offensive_language,@kieffer_jason and who said I didn't like myself where the fuck u got shit from u made that up stfu and stop assuming and bitch am not ugly.,say do not like fuck get shit make stfu stop assume bitch ugly
6428,3,1,2,0,offensive_language,@kieffer_jason and why would I care what a bitch ass nigga think and u don't understand how fucking scary u look,would care bitch as nigga think do not understand fuck scary look
6429,3,0,3,0,offensive_language,@kieffer_jason and you got that pussy in your bllod,get pussy bllod
6430,3,0,3,0,offensive_language,"@kieffer_jason bitch I don't wanna talk, I wanna fight your pussy ass",bitch do not want to talk want to fight pussy as
6431,3,0,3,0,offensive_language,@kieffer_jason bitch I have a phone stfu talking don't worry about me just make sure you show up,bitch phone stfu talk do not worry make sure show
6432,3,0,3,0,offensive_language,@kieffer_jason bitch am not I really don't fucking like you. why the fuck are you even talking to me ?,bitch really do not fuck like fuck even talk
6433,3,0,3,0,offensive_language,"@kieffer_jason bitch am not your fam and wtf is skrong, who says shit like that get your wack ass off my page lamo",bitch fam wtf skrong say shit like get wack as page lamo
6434,3,0,3,0,offensive_language,"@kieffer_jason bitch cause u wanted to fight and you didn't show up, and tryna make a bet and shit get yo friendly ass off My Twitter",bitch because want fight do not show tryna make bet shit get yo friendly as my twitter
6435,3,0,3,0,offensive_language,@kieffer_jason bitch didn't we just discuss this shit yesterday what time faget,bitch do not discuss shit yesterday time faget
6436,3,0,3,0,offensive_language,@kieffer_jason bitch get the fuck off my tl what u mean,bitch get fuck tl mean
6437,3,0,3,0,offensive_language,@kieffer_jason bitch go get a life before I block your lame ass,bitch go get life block lame as
6438,3,0,3,0,offensive_language,@kieffer_jason bitch let's fight today where you at or are you going to bitch up again. I think your going to bitch up again,bitch let u fight today go bitch think go bitch
6439,3,0,3,0,offensive_language,@kieffer_jason bitch meet up,bitch meet
6440,3,0,3,0,offensive_language,@kieffer_jason bitch that says traffic stop bitch stop making excuses,bitch say traffic stop bitch stop making excuse
6441,3,0,3,0,offensive_language,@kieffer_jason bitch u a thot oh fake ass nigga box up hoe u not bout nothing,bitch thot oh fake as nigga box hoe bout nothing
6442,3,0,3,0,offensive_language,@kieffer_jason bitch u describe both of those terms,bitch describe term
6443,3,2,1,0,hate_speech,@kieffer_jason bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life,bitch talk stfu get page oh bitch nigga bout life
6444,3,0,3,0,offensive_language,"@kieffer_jason bitch what? I did show up then I tweeted,dm, texted then called u and I asked u were tryna meet up bitch ur fucking weak.",bitch show tweeteddm texted call ask tryna meet bitch you be fuck weak
6445,3,0,3,0,offensive_language,@kieffer_jason bitch what? No it must of flew over u head cuz u didn't show up at Plano senior high school in Plano tx fuck boy,bitch no must fly head cuz do not show plano senior high school plano tx fuck boy
6446,3,0,3,0,offensive_language,@kieffer_jason bitch who's fucking playing but you and how would u know what I smoke I don't fuck with friendly ass niggas,bitch who be fuck play would know smoke do not fuck friendly as nigga
6447,3,0,3,0,offensive_language,@kieffer_jason bitch who's playing am not worried about you or your little faget ass friends at vines I know niggas at vines to so wtf u say,bitch who be play worried little faget as friends vine know niggas vine wtf say
6448,3,0,3,0,offensive_language,@kieffer_jason bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy,bitch wtf talk tf still talk shit action thank prove point pussy boy
6449,3,0,3,0,offensive_language,@kieffer_jason bitch you are not funny stfu talking to me what part of that do you not understand?,bitch funny stfu talk part understand
6450,3,0,3,0,offensive_language,@kieffer_jason bye bitch,bye bitch
6451,3,0,3,0,offensive_language,@kieffer_jason catch them hoes on.Saturday meet me at Plano senior high,catch hoe onsaturday meet plano senior high
6452,3,0,3,0,offensive_language,@kieffer_jason ha bitch who angry bitch am taller and older then your fake ass boy stfu your making yourself look like a dumbass pussy boyy!,ha bitch angry bitch taller old fake as boy stfu make look like dumbass pussy boyy
6453,3,2,1,0,hate_speech,@kieffer_jason here let me say it more clearly since your retarded ass don't understand,let say clearly since retard as do not understand
6454,3,2,1,0,hate_speech,@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up,would know do not fuck exactly do not wtf get shut retarded as
6455,3,1,2,0,offensive_language,@kieffer_jason i swear u a fuck nigga u a scary little bitch u think this a game huh?,swear fuck nigga scary little bitch think game huh
6456,3,0,3,0,offensive_language,@kieffer_jason idgaf what your name is scary ass give me a real address hoe,idgaf name scary as give real address hoe
6457,3,0,3,0,offensive_language,@kieffer_jason is that all you have to say you sound like a little bitch nagging and shit where u be at,say sound like little bitch nagging shit
6458,3,1,2,0,offensive_language,"@kieffer_jason keep talking I'm going to make when u can't talk, u going to be talking like a retard",keep talk i be go make can not talk go talk like retard
6459,3,0,3,0,offensive_language,@kieffer_jason lets settle this and fight stop being a pussy,let u settle fight stop pussy
6460,3,3,0,0,hate_speech,@kieffer_jason lmao why ur dad raised u to be a bitch made nigga,lmao you be dad raise bitch make nigga
6461,3,0,3,0,offensive_language,@kieffer_jason meet up then and stop hitching out and back your words up pussy,meet stop hitch back word pussy
6462,3,0,3,0,offensive_language,@kieffer_jason mfka what ok bitch we going to see. Your a funny mother fucker,mfka ok bitch go see your funny mother fucker
6463,3,0,3,0,offensive_language,"@kieffer_jason naw my fam aint no bitch made niggas, gtf off my shit fuck nigga im not your fam oh friendly ass nigga",naw fam be not bitch make nigga gtf shit fuck nigga i be fam oh friendly as nigga
6464,3,0,3,0,offensive_language,@kieffer_jason nigga I was there at : I went to go get my homeboy and I texted u at : naw u a bitch,nigga go go get homeboy texted naw bitch
6465,3,1,2,0,offensive_language,@kieffer_jason nigga i really dont give a flying fuck but if u wanna talk shit then back your words up and scratch stop being a little bitch,nigga really do not give fly fuck want to talk shit back word scratch stop little bitch
6466,3,0,2,1,offensive_language,@kieffer_jason nigga u just called me a bitch last time i check im a fucking nigga get out there and ill show u what a real fight like,nigga call bitch last time check i be fuck nigga get ill show real fight like
6467,3,1,2,0,offensive_language,@kieffer_jason nigga what I was talking bout after school. Or when ever your choice bitch,nigga talk bout school or ever choice bitch
6468,3,3,0,0,hate_speech,@kieffer_jason oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy,oh lame yo pussy as do not show fuck talk bout oh scary as white boy
6469,3,2,1,0,hate_speech,@kieffer_jason oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy,oh grade say wise stfu get twitter box simple as pussy boy
6470,3,0,3,0,offensive_language,@kieffer_jason pussy,pussy
6471,3,1,2,0,offensive_language,@kieffer_jason pussy nigga it's the same term,pussy nigga term
6472,3,0,3,0,offensive_language,@kieffer_jason restricton g means your license been revoked stop making excuses you a straight up bitch,restricton mean license revoked stop making excuse straight bitch
6473,3,0,3,0,offensive_language,@kieffer_jason sorry don't know what to tell you but to get your pussy ass off my twitter,sorry do not know tell get pussy as twitter
6474,3,0,3,0,offensive_language,@kieffer_jason u can bring that bitch to.,bring bitch
6475,3,1,2,0,offensive_language,@kieffer_jason u can have a tool bet u want shoot it tho pussy ass nigga but u can't through dem hands tho,tool bet want shoot though pussy as nigga can not dem hand though
6476,3,0,3,0,offensive_language,@kieffer_jason u feel like dumb ass don't u pussy boy,feel like dumb as do not pussy boy
6477,3,0,3,0,offensive_language,@kieffer_jason u going to get dropped bitch im a fucking nigga who got a fucking dick,go get drop bitch i be fuck nigga get fucking dick
6478,4,0,4,0,offensive_language,@kieffer_jason u made me drive all the way to Plano then wanna bitch out,make drive way plano want to bitch
6479,3,0,3,0,offensive_language,@kieffer_jason u want me to panda express so someone. Can break up the like fuck stick to plan and go to Plano get that bitch out your blood,want panda express someone can break like fuck stick plan go plano get bitch blood
6480,3,1,2,0,offensive_language,@kieffer_jason u will see it on Saturday and if u don't show up then your a bitch made nigga pussy ass nigga,see saturday do not show bitch make nigga pussy as nigga
6481,3,0,3,0,offensive_language,@kieffer_jason umm you sure the hoes I talk to aren't ugly,umm sure hoe talk be not ugly
6482,3,0,3,0,offensive_language,@kieffer_jason wtf r u talking about I was in Plano tx what r u talking about pussy boy,wtf talk plano tx talk pussy boy
6483,3,1,2,0,offensive_language,@kieffer_jason wtf u think u ole pussy ass nigga,wtf think ole pussy as nigga
6484,3,1,2,0,offensive_language,"@kieffer_jason yes bitch, your a fucking square",yes bitch fucking square
6485,3,0,3,0,offensive_language,@kieffer_jason you dumb fuck that's not a fucking full address you dumbass I don't live in Plano so how the fuck would I know retard,dumb fuck that be fuck full address dumbass do not live plano fuck would know retard
6486,3,2,1,0,hate_speech,@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u,fucking retared even funny bitch i be go sleep
6487,3,2,1,0,hate_speech,@kiela_g_ &#;&#;Alright fag what about this? http://t.co/htNmjJ,alright fag
6488,3,0,3,0,offensive_language,@kiela_g_ Home fag. Didn't feel like puttin up with your shit today,home fag do not feel like puttin shit today
6489,3,0,3,0,offensive_language,@kierstenhammond I slid in your DMs so answer me bitch!!,slid dm answer bitch
6490,3,0,0,3,neither,@kilmeade @foxandfriends don't you mean crowd not crows,do not mean crowd crow
6491,3,0,3,0,offensive_language,"@kim @BritBritt Im pretty sure she's a bad bitch. In other words, shawty a dime.",i be pretty sure she be bad bitch in word shawty dime
6492,3,0,2,1,offensive_language,@kim @_NikeCaptain_ @Tae_Rhodes I was implying you we're the bro &amp; them two aint nothin but lil hoes..c'mon now I or you Kim,imply bro amp two be not nothin lil hoescmon kim
6493,3,0,3,0,offensive_language,@kimcampano &#;&#;&#; bitches needa take notes,bitch needa take note
6494,3,0,3,0,offensive_language,@kincade @DaUnfuqwitable @Stoopid_lu @_PlayCrazy @Anthony_Much @JackTime @GF_Dalifestyle nigga be safe hoe,nigga safe hoe
6495,3,0,3,0,offensive_language,@kincade @DaUnfuqwitable @Stoopid_lu @mistaturk @_PlayCrazy @GF_Dalifestyle fuck you bitch,fuck bitch
6496,3,0,3,0,offensive_language,@kincade @PacTha_Mac lmaooooo we can't wash that baby ass honda you got cause that hoe don't cost more than ,lmaooooo can not wash baby as honda get because hoe do not cost
6497,3,0,0,3,neither,@kincade @mistaturk lmaooo just call my phone if you want them birds *Migos Voice*,lmaooo call phone want bird migos voice
6498,3,1,2,0,offensive_language,@kincade don't watch me watch tv hoe,do not watch watch tv hoe
6499,3,1,2,0,offensive_language,@kincade nigga Madison playing some bitch ass white boys that's going to Harvard on law scholarship play crazy,nigga madison play bitch as white boy that be go harvard law scholarship play crazy
6500,3,2,1,0,hate_speech,@kincade shut up bitch for I spit on you,shut bitch spit
6501,6,1,5,0,offensive_language,@kincade you owe me anyway hoe I need that with interest or shooting your shit up,owe anyway hoe need interest shooting shit
6502,3,1,2,0,offensive_language,@kincade you seen it hoe put that cash up bitch imma take your money and spit on your fat ass,see hoe put cash bitch i be go to take money spit fat as
6503,3,0,3,0,offensive_language,"@king__saan I feel like I just got married bruh, she a bad bitch",feel like get married bruh bad bitch
6504,3,0,3,0,offensive_language,@kingjvsh @_hanimA Don't be a bitch,do not bitch
6505,3,0,3,0,offensive_language,@kingjvsh you just did bitch lol,bitch lol
6506,3,0,3,0,offensive_language,@kingtaylorxx @chanelisabeth I'm a boss ass bitch bitch bitch bitch bitch,i be bos as bitch bitch bitch bitch bitch
6507,3,1,2,0,offensive_language,@kingxxlopez Lol me and @MarcusDenton just sit there and make fun of him. I can't stand that fag,lol sit make fun can not stand fag
6508,3,2,1,0,hate_speech,@kingxxlopez Roberts is a fuckin fag&#; smack the shit outta him,robert fuckin fag smack shit outta
6509,3,0,3,0,offensive_language,@kinkymuslim bitch music,bitch music
6510,3,1,2,0,offensive_language,@kirbys @_James_Kirby_ fuck you bitch.,fuck bitch
6511,3,2,1,0,hate_speech,@kirstynehbu faggot,faggot
6512,3,2,0,1,hate_speech,@kitlange stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! st AMENDMENT! #tcot #teabaggers,stop oppress have hear free speech stop shove lifestyle throat st amendment tcot teabaggers
6513,3,0,3,0,offensive_language,@kitten_nugget @danusaur bitch you're the ugly one that's why everyone leaves you AHAHAHAA,bitch you be ugly one that be everyone leave ahahahaa
6514,3,3,0,0,hate_speech,@kitten_nugget stfu dyke looking hoe.,stfu dyke look hoe
6515,3,2,1,0,hate_speech,@kittty_jpg @SteeZeyFLOW @nosfiend at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,least i be black bitch parent leave mcdonalds park lot born
6516,3,0,3,0,offensive_language,@kittty_jpg @nosfiend @SteeZeyFLOW you were the one that jumped in this conversation you smelly ass bitch... just fuck off and thats it..,one jump conversation smelly ass bitch fuck that be
6517,3,0,3,0,offensive_language,@kitty_hello bitch I ain't arguing with you .. Fuk on! You said some slick shit n I addressed it .. #Simple,bitch be not argue fuk you say slick shit address simple
6518,3,1,2,0,offensive_language,@kittygurl I highly doubt you're a real woman. You're prolly a fat ass man. Who fuckin cares?!? Let me do me ho,highly doubt you be real woman you be probably fat as man who fuckin care let ho
6519,3,0,3,0,offensive_language,@kittygurl bitch you mentioned me first tf wrong wit yo psychotic ass.,bitch mention first tf wrong wit yo psychotic as
6520,3,2,0,1,hate_speech,@klejdys He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.,he may hustlin studied critical race theory people holder get revenge they hate whitey
6521,3,0,3,0,offensive_language,@klena someone on Facebook made a status defending him so I dropped a bomb full of knowledge on that bitch and unfriended,someone facebook make status defending drop bomb full knowledge bitch unfriended
